Date;Location;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustDir;WindGustSpeed;WindDir9am;WindDir3pm;WindSpeed9am;WindSpeed3pm;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;Cloud9am;Cloud3pm;Temp9am;Temp3pm;RainToday;RainTomorrow
22.05.2012;Canberra;-4;15.IX;0;02.IV;08.V;WNW;48;S;WNW;7;28;87;32;1024.6;1021.4;2;NA;03.VIII;14.V;No;No
23.05.2012;Canberra;-2.1;17.I;0;2;8;NA;NA;S;WNW;6;28;85;28;1023.7;1019.6;1;NA;05.VI;16.IV;No;No
24.05.2012;Canberra;-1.5;14;0;03.II;02.II;N;31;NA;NNE;0;7;70;89;1020.8;1018;7;7;07.V;10.IX;No;Yes
25.05.2012;Canberra;06.VII;09.VIII;16.II;2;03.I;NNW;59;NW;NNW;20;35;83;69;1012.1;1009;7;8;07.II;07.II;Yes;Yes
26.05.2012;Canberra;04.I;12.III;15;NA;07.III;NW;48;NNW;NW;20;22;78;66;1013.3;1014.4;3;NA;07.I;10.II;Yes;No
27.05.2012;Canberra;0.6;14.V;0;NA;07.VIII;SW;30;NNW;SSW;4;9;99;41;1022.4;1020.7;9;NA;04.IV;14.II;No;No
28.05.2012;Canberra;-2.4;13.IX;0;0.8;07.III;S;33;E;S;6;11;76;47;1028;1026.8;2;4;07.II;13.IV;No;No
29.05.2012;Canberra;-2.6;15.VII;0;01.II;07.VI;WNW;13;NA;SSE;0;6;87;44;1033.7;1031.3;0;NA;04.III;14.III;No;No
30.05.2012;Canberra;-3.1;14.VII;0;01.VI;06.IV;SSE;19;SSE;SSW;15;4;95;46;1037;1032.9;8;NA;03.III;14.IV;No;No
31.05.2012;Canberra;01.IX;15.VII;0;0.8;08.V;NE;26;ESE;NE;7;11;79;49;1034.8;1031.2;0;4;07.II;14.V;No;No
01.06.2012;Canberra;0.1;12.IX;0;01.IV;0.4;E;13;NA;SW;0;6;91;64;1030.8;1027;7;NA;05.IX;12.II;No;No
02.06.2012;Canberra;05.V;09.IX;1;1;0;SE;17;SW;S;7;7;95;96;1024.4;1020.3;8;8;07.VII;09.IX;No;Yes
03.06.2012;Canberra;07.VII;14.VIII;17.VI;0.8;04.I;SW;24;SSE;S;6;13;88;65;1016.9;1012.1;8;NA;09.III;14.IV;Yes;No
04.06.2012;Canberra;0.2;14.V;0;0;03.IX;WNW;54;NA;WNW;0;31;99;53;1006.8;1002.2;NA;NA;04.I;12.VII;No;Yes
05.06.2012;Canberra;04.I;10.VIII;14.VI;0.2;0.5;S;59;NNE;SSE;6;31;96;58;1002;1006.6;8;8;06.III;10.II;Yes;Yes
06.06.2012;Canberra;04.II;12.II;05.II;0.4;07.VI;SSE;52;S;S;19;24;62;48;1019.7;1020.6;3;1;08.IV;11.I;Yes;No
07.06.2012;Canberra;-3.5;12.I;0;01.VI;8;SE;17;NA;NW;0;7;NA;49;1025.3;1022.5;0;NA;01.III;11.VIII;No;NA
08.06.2012;Canberra;-5.4;12.IV;NA;03.IV;07.VII;NA;NA;NA;W;0;2;93;42;1027.4;1024.9;0;NA;0.9;11.VII;NA;No
09.06.2012;Canberra;-4.2;13.V;0;0.8;07.VI;S;19;NA;SSW;0;9;90;43;1027.6;1024.8;1;NA;0.8;12.V;No;No
10.06.2012;Canberra;-4.2;13.V;0.2;01.II;05.V;NE;19;NW;ENE;4;11;NA;49;1028.2;1024.7;1;2;02.II;11.VII;No;No
11.06.2012;Canberra;-2.6;13.IV;0.2;0.8;03.VIII;SE;31;SSE;ESE;9;17;86;58;1026.1;1023.6;4;8;05.III;11.VII;No;No
12.06.2012;Canberra;01.IX;13.IX;0;01.VI;3;SSE;28;S;SE;11;15;81;67;1023.8;1022;6;8;08.VII;12.III;No;No
13.06.2012;Canberra;02.I;15.VII;0;0.6;05.VII;E;26;SSE;SE;9;7;88;48;1023.7;1020.8;4;1;9;14.I;No;No
14.06.2012;Canberra;04.IV;14.VIII;0;01.VI;03.IV;ENE;19;NE;W;6;7;91;63;1020.6;1016.4;7;3;08.VII;13.VIII;No;No
15.06.2012;Canberra;04.VII;16.III;0;1;06.VII;NW;44;NA;NNW;0;28;79;52;1016.8;1013.4;7;NA;09.VIII;14.VIII;No;No
16.06.2012;Canberra;01.III;09.IV;0;02.IV;0.5;NW;26;SSW;NNW;6;9;95;83;1018.3;1014.5;8;8;06.II;09.III;No;No
17.06.2012;Canberra;4;12.IV;0.8;0;02.III;NW;46;NNW;NW;20;26;82;57;1019.7;1018.5;7;6;08.II;10.VI;No;No
18.06.2012;Canberra;0.1;13;0;02.VIII;08.II;NNW;39;SE;NNW;4;30;83;62;1023.6;1021.3;2;NA;06.VI;10.VII;No;No
19.06.2012;Canberra;-1.1;14.VIII;0;02.VI;08.V;WNW;50;NW;NW;31;24;74;46;1019.9;1018.9;3;NA;10.I;13.III;No;No
20.06.2012;Canberra;-6.3;11;0;NA;5;NW;39;SSE;NNW;4;22;NA;54;1023.5;1018.5;8;NA;-1.3;10.I;No;No
21.06.2012;Canberra;-1.3;14.III;0;3;05.IX;NW;59;NNW;NW;33;33;77;48;1014.6;1010.1;2;NA;08.I;13;No;Yes
22.06.2012;Canberra;07.I;11.II;7;03.IV;04.V;NW;59;NNW;NW;22;37;91;65;1005.9;1007.1;6;6;07.V;08.VII;Yes;No
23.06.2012;Canberra;-1.5;10.VI;0.2;NA;8;WNW;48;SSW;WNW;7;26;95;49;1022.9;1022.5;6;NA;03.IX;09.III;No;No
24.06.2012;Canberra;-1.7;14;0;NA;08.II;WNW;39;NW;WNW;20;24;69;42;1029.1;1028.4;1;NA;07.VIII;12.VI;No;No
25.06.2012;Canberra;-2.4;14.VIII;0;02.VIII;06.II;WNW;39;SSW;WNW;9;20;97;47;1029.8;1025.9;6;NA;03.IV;13.VI;No;No
26.06.2012;Canberra;-0.9;09.III;0;1;0.1;E;20;NA;SSW;0;2;92;70;1032.2;1030.2;8;8;05.I;09.I;No;No
27.06.2012;Canberra;01.VII;11.IV;0;0.8;01.IV;E;17;SSE;NNE;9;11;80;62;1032.8;1029.2;7;6;07.I;10.VIII;No;No
28.06.2012;Canberra;-1.5;14.V;0.2;0.4;03.VIII;NNE;17;NA;NE;0;11;93;50;1027.3;1020.9;8;7;02.VIII;13.I;No;No
29.06.2012;Canberra;02.VII;14.V;0;0.8;02.III;NW;37;NA;NW;0;22;99;85;1016.2;1012;6;8;04.VII;10.VIII;No;No
30.06.2012;Canberra;03.VIII;12;0.8;0.4;05.II;WNW;46;N;WNW;19;26;86;52;1013.3;1012.8;2;3;06.V;09.III;No;No
01.07.2012;Canberra;0.7;10.V;0;2;03.IV;NNW;39;NW;WNW;19;26;89;73;1016.4;1014.6;3;4;5;06.II;No;No
02.07.2012;Canberra;-2.3;12.V;0.4;01.IV;07.V;WNW;37;NW;WNW;7;26;76;42;1018;1017;2;2;05.VI;11.I;No;No
03.07.2012;Canberra;-5.8;12;0;01.IV;07.VI;SW;30;NNE;WNW;6;11;97;39;1023;1019.9;1;1;-0.5;11.VI;No;No
04.07.2012;Canberra;-6.1;11.V;0;01.II;07.V;S;44;SSE;S;6;19;NA;37;1028;1027.3;1;2;01.VI;11.I;No;No
05.07.2012;Canberra;-4.6;11.I;0;01.VIII;04.IX;S;31;NA;S;0;19;NA;52;1034.5;1032.9;2;8;02.III;09.VIII;No;No
06.07.2012;Canberra;-4.4;12.IV;0;01.IV;07.IV;SE;22;NA;SSE;0;7;NA;36;1036;1032.9;1;NA;02.I;12;No;No
07.07.2012;Canberra;-6;12.VII;0;NA;07.II;NW;19;NA;NNW;0;11;86;41;1034.6;1031.3;1;NA;0.8;12.I;No;No
08.07.2012;Canberra;-5.4;13.II;0;NA;07.VI;N;20;NA;NNW;0;11;NA;41;1032.8;1028.8;1;NA;01.II;12.VI;No;No
09.07.2012;Canberra;-4.8;14.V;0;01.II;07.VI;NNW;20;NNW;NNW;7;9;NA;45;1031.6;1026.6;5;NA;01.I;13.VI;No;No
10.07.2012;Canberra;-3.6;10.III;0;01.VI;NA;NA;NA;E;SSE;2;7;92;97;1025.9;1021.2;8;8;04.VII;09.II;No;Yes
11.07.2012;Canberra;04.VII;13.IV;22.IV;NA;NA;NW;52;NA;WNW;NA;28;NA;42;NA;1018.5;NA;NA;NA;12.V;Yes;No
12.07.2012;Canberra;01.I;13.I;0;02.IV;0.2;NNW;30;SE;WNW;7;6;87;92;1018.2;1013.2;8;8;07.I;10.II;No;Yes
13.07.2012;Canberra;07.I;16.VI;06.VIII;0.2;07.V;NW;54;NNW;NW;24;37;89;41;1011.5;1009.2;5;NA;12.IX;15.III;Yes;No
14.07.2012;Canberra;06.IV;13.VII;0;NA;5;NW;56;NW;NW;26;30;81;48;1013.3;1010.8;2;4;09.V;12.IV;No;Yes
15.07.2012;Canberra;04.IV;10.V;02.II;02.VIII;07.II;NW;50;NW;WNW;30;35;82;52;1018.1;1019;3;NA;07.III;09.I;Yes;No
16.07.2012;Canberra;04.I;13.VII;0;2;4;NNW;44;N;NNW;19;19;90;62;1029.5;1026.8;7;3;07.II;12.VI;No;No
17.07.2012;Canberra;03.III;14;0;0.2;05.V;NW;35;NA;NW;0;26;100;53;1027.3;1022.9;8;2;04.I;13;No;No
18.07.2012;Canberra;02.VII;13.VI;0;01.IV;07.IV;WNW;41;NNW;WNW;11;28;70;39;1020.6;1017.4;1;NA;07.VII;11.VIII;No;No
19.07.2012;Canberra;-4.2;12.VIII;0;02.II;8;SSW;26;NA;S;0;9;NA;23;1023.3;1021.5;0;NA;01.VI;12.I;No;No
20.07.2012;Canberra;-5.4;15.II;0;01.VIII;08.II;SE;22;NNW;ENE;4;6;87;38;1028.3;1026.2;0;NA;0.5;14.IV;No;No
21.07.2012;Canberra;-4;14.I;0;NA;08.III;SW;30;N;SSE;7;11;NA;40;1032.7;1029.9;0;NA;02.IX;13.IV;No;No
22.07.2012;Canberra;-0.9;12.V;0;NA;04.VIII;S;28;S;SSW;11;13;73;52;1032.6;1030.2;1;7;06.IX;11.VIII;No;No
23.07.2012;Canberra;0.9;14.II;0;01.IV;07.VII;NNW;20;NA;WNW;0;9;81;44;1032.4;1028.5;3;NA;07.VI;13.V;No;No
24.07.2012;Canberra;-2.4;13.II;0;01.VIII;06.II;NW;19;NA;N;0;7;98;49;1030.2;1026.3;NA;NA;01.VI;12.VI;No;No
25.07.2012;Canberra;-1.5;14.III;0;1;04.VIII;NNW;41;NA;NW;0;24;NA;46;1024;1019.9;7;8;01.IX;12.VII;No;Yes
26.07.2012;Canberra;01.IX;15;3;2;4;NNW;35;N;NW;7;20;88;63;1015.3;1011.2;6;7;08.IV;13.V;Yes;No
27.07.2012;Canberra;-1.9;11.VII;0;01.II;04.I;NNW;37;S;NW;7;24;98;57;1013.7;1011.5;8;5;01.VIII;10.VI;No;No
28.07.2012;Canberra;-1.1;13.IX;0.1;01.III;06.VII;WNW;37;NNE;W;9;20;100;43;1019.4;1017.4;8;NA;0.7;13.V;No;No
29.07.2012;Canberra;-1.5;12.VI;0;01.VIII;05.II;ESE;22;NNW;NW;7;11;100;50;1024.4;1022.6;0;7;03.III;11.I;No;No
30.07.2012;Canberra;-4.9;12.II;0;1;07.IX;S;44;NNW;S;4;24;NA;36;1026.6;1024.7;1;1;03.VII;11.IV;No;No
31.07.2012;Canberra;0;11.VI;0;02.VI;8;SSW;35;S;S;17;17;66;40;1028.4;1024.8;3;4;05.VII;11.II;No;No
01.08.2012;Canberra;02.IV;11.VII;0;2;07.V;S;39;S;SSE;7;20;65;36;1024.3;1021.2;2;NA;05.VIII;11.III;No;No
02.08.2012;Canberra;-6.6;12.V;0;2;06.II;NNW;31;NA;N;0;17;NA;49;1023.4;1018.8;1;NA;01.I;10.III;No;No
03.08.2012;Canberra;-0.4;13.IV;0;2;5;WNW;39;NNW;WNW;7;24;74;37;1018.3;1015.8;4;5;06.I;11.II;No;No
04.08.2012;Canberra;0.3;14.IV;0;02.II;5;WNW;54;NNW;W;22;30;68;41;1017.8;1016;5;4;08.VIII;11.VIII;No;Yes
05.08.2012;Canberra;0.6;15;2;02.II;06.III;W;63;NNW;NW;20;35;69;45;1015.4;1011.6;4;7;07.VI;12.I;Yes;Yes
06.08.2012;Canberra;04.VII;11;01.II;03.IV;08.IX;WNW;65;WNW;WNW;22;31;52;36;1016.1;1017.4;3;NA;7;09.VI;Yes;No
07.08.2012;Canberra;-5.1;13.IV;0;02.VI;08.IX;N;41;SSW;N;7;31;NA;41;1024.6;1021.6;0;NA;03.III;12.VI;No;No
08.08.2012;Canberra;-1.2;15.IV;0;02.II;08.VIII;NW;48;NNW;NW;11;20;70;37;1021.7;1017.3;1;NA;06.VII;14.VI;No;No
09.08.2012;Canberra;05.VII;12.VII;0;04.II;8;W;57;WNW;WSW;28;33;55;38;1015.4;1012.8;3;1;09.VI;10.VII;No;No
10.08.2012;Canberra;-3.3;12.VI;0;03.VIII;10;SSW;74;S;S;26;31;49;28;1019.3;1020.3;1;NA;07.III;12;No;No
11.08.2012;Canberra;01.IV;13.IX;0;04.IX;10.VI;S;52;S;S;31;30;55;40;1024.8;1023.7;1;NA;08.VII;12.IV;No;No
12.08.2012;Canberra;04.I;14.V;0;03.VII;09.II;SSE;48;SSE;SW;15;19;58;36;1027.6;1024.8;3;NA;08.IX;14.III;No;No
13.08.2012;Canberra;-3.6;15;0;03.II;07.I;N;35;NE;NW;2;19;NA;47;1028.7;1022.6;8;NA;01.IX;14.IV;No;No
14.08.2012;Canberra;-4.7;13.III;0.2;01.II;2;NW;33;NA;NNW;0;19;NA;53;1023;1018.5;0;NA;0.5;11.III;No;No
15.08.2012;Canberra;-2.4;17.II;0;03.IV;07.VI;WNW;44;E;WNW;6;30;78;38;1016.7;1013.2;4;2;06.V;14.III;No;No
16.08.2012;Canberra;-2.6;14.IV;0;02.VI;03.IX;NW;52;ENE;NNW;4;31;74;58;1015.7;1011.3;7;8;06.III;10.VIII;No;Yes
17.08.2012;Canberra;0.7;09.VI;03.II;01.VIII;01.IX;NNW;65;NNW;NW;20;26;70;91;1004.4;1003.8;7;8;08.V;04.III;Yes;Yes
18.08.2012;Canberra;02.I;12.II;12.IV;02.II;06.VII;NW;52;NNW;WNW;20;31;80;50;1008;1009.3;4;NA;05.I;11.II;Yes;No
19.08.2012;Canberra;-2.9;13.IV;0;02.IV;07.III;N;44;NA;NNW;0;31;99;54;1022;1019.7;7;1;03.V;11.VIII;No;No
20.08.2012;Canberra;-2.6;12;0;02.II;08.I;N;24;ESE;NNW;6;13;76;48;1024;1019.7;6;NA;03.VIII;11.V;No;No
21.08.2012;Canberra;-2.6;14.VI;0;2;08.III;NNW;43;NE;NW;2;28;83;38;1021.1;1016.6;1;NA;04.VI;13.VIII;No;No
22.08.2012;Canberra;-2.7;19.IV;0;02.VIII;6;NW;33;NNE;NNW;2;19;78;32;1016.1;1010.1;2;NA;05.II;18.III;No;Yes
23.08.2012;Canberra;04.V;12.VIII;04.II;01.II;0;NW;56;NW;NNW;35;24;74;90;1011.3;1008.6;8;8;12.VII;10.III;Yes;Yes
24.08.2012;Canberra;03.III;09.II;15;01.II;03.V;NW;67;NW;WNW;28;37;68;87;1014.3;1012.9;5;3;05.VI;06.VI;Yes;Yes
25.08.2012;Canberra;02.III;12.III;2;NA;NA;NW;57;NW;NW;22;30;62;42;1019.6;1017;2;NA;07.VI;10.IX;Yes;No
26.08.2012;Canberra;02.VII;14.III;0;NA;9;NNW;39;NNW;WNW;28;26;66;37;1019;1018.1;NA;NA;08.IV;13.IV;No;No
27.08.2012;Canberra;-4.8;14.VI;0;04.I;9;NNW;35;NNW;NNW;6;24;79;30;1026.2;1022.7;0;NA;4;14;No;No
28.08.2012;Canberra;-5.6;15.VI;0.2;2;4;NNW;30;S;NNW;4;17;NA;23;1025.2;1020.9;6;NA;03.IV;14.V;No;No
29.08.2012;Canberra;-2.5;16.VI;0;02.II;03.IX;NNW;52;ENE;NNW;6;28;81;52;1017.9;1010.7;5;6;06.III;14.III;No;No
30.08.2012;Canberra;02.I;12.IX;0;02.VI;8;WNW;70;W;WNW;26;39;47;34;1011.1;1011.8;3;1;10;10.IV;No;No
31.08.2012;Canberra;01.IV;11.I;0;5;07.VI;SSW;52;N;W;28;33;60;41;1016.7;1015.3;4;3;07.I;10.VIII;No;Yes
01.09.2012;Canberra;-6.8;14.V;05.VIII;NA;08.VI;S;48;NNE;S;7;24;NA;34;1023.5;1021.6;1;4;2;12.VII;Yes;No
02.09.2012;Canberra;-5;16.VIII;0;03.III;10.III;N;37;NW;NNW;4;22;75;33;1024.5;1020;2;NA;04.VI;16;No;No
03.09.2012;Canberra;-4.2;20.I;0;03.II;08.VI;SW;41;W;SW;4;20;71;21;1023.9;1019.9;0;NA;06.I;19.VII;No;No
04.09.2012;Canberra;-1.3;20.VII;0;02.VIII;09.III;NW;37;NA;NW;0;24;73;26;1024.4;1019.9;2;NA;07.V;19.IX;No;No
05.09.2012;Canberra;-1.8;22.VII;0;05.II;07.VIII;NNW;80;WNW;NW;7;44;44;18;1014.5;1007.2;1;NA;11.IX;20.V;No;Yes
06.09.2012;Canberra;08.II;17.I;01.II;07.II;7;NW;63;NNW;NW;31;37;53;48;1009.8;1008.6;6;8;12.IV;14.VI;Yes;No
07.09.2012;Canberra;7;11.III;0;05.VIII;NA;W;76;NW;WNW;33;33;68;73;1006;1006.1;8;8;07.VIII;08.IX;No;No
08.09.2012;Canberra;06.II;14.V;0.6;NA;9;WNW;57;NW;WNW;33;33;NA;NA;1013.9;1015;NA;NA;NA;12.II;No;No
09.09.2012;Canberra;0;18.III;0;NA;10.I;NW;28;W;NW;7;19;NA;NA;1022.9;1021.6;1;NA;09.VIII;17.II;No;No
10.09.2012;Canberra;-2.2;19.VI;0;NA;10;NW;44;SW;NNW;6;31;NA;32;1026.2;1021.4;1;NA;07.IX;18.V;No;No
11.09.2012;Canberra;-2;18.V;0;03.VI;08.VI;N;28;SSW;NNW;11;9;74;33;1026.5;1022.4;4;NA;08.VI;18.II;No;No
12.09.2012;Canberra;-0.1;20.III;0;03.II;07.V;NNW;52;E;WNW;2;31;90;32;1022.7;1016.1;8;NA;9;19.VI;No;No
13.09.2012;Canberra;01.VII;13.VIII;0;4;3;NNW;46;N;S;9;26;68;70;1009.5;1008.7;8;8;09.VII;10.VI;No;Yes
14.09.2012;Canberra;-2.4;15.II;03.VI;01.IV;09.V;WNW;48;WNW;WNW;7;28;97;39;1020.3;1016.9;1;NA;02.IX;14.I;Yes;No
15.09.2012;Canberra;-3.9;17.VI;0;NA;08.V;S;33;SSW;N;11;13;60;34;1025.7;1022.9;1;NA;09.VIII;16.VIII;No;No
16.09.2012;Canberra;1;18.II;0;NA;5;N;43;W;NNW;2;31;97;43;1021.8;1016.3;8;NA;05.I;16.VII;No;No
17.09.2012;Canberra;5;17.V;0;03.VIII;03.I;E;37;SE;NNE;7;13;71;43;1020.5;1017.5;8;2;11.III;16;No;No
18.09.2012;Canberra;05.V;19.IX;0;02.IV;7;W;44;WSW;NNW;6;20;70;50;1018.5;1013.5;4;NA;12.VI;15.III;No;Yes
19.09.2012;Canberra;02.III;18.I;02.IV;3;7;NA;NA;NA;NA;NA;NA;NA;44;NA;1014.7;NA;4;NA;17.I;Yes;No
20.09.2012;Canberra;07.IX;20.V;0;3;7;NNW;30;SW;N;7;13;77;43;1019.3;1014.4;7;NA;12.V;19;No;Yes
21.09.2012;Canberra;04.IX;19.VI;02.II;03.IV;11;WNW;50;NNW;WNW;24;30;66;38;1014.1;1012.4;4;NA;15.V;18.V;Yes;No
22.09.2012;Canberra;0.1;20.II;0;04.VI;11;NW;30;S;WNW;7;17;63;39;1017.8;1013.4;7;2;12.V;19.V;No;No
23.09.2012;Canberra;0.1;22.III;0;NA;10.V;NNW;63;NW;NNW;7;41;62;29;1011.4;1006.5;1;NA;12.VIII;21.III;No;No
24.09.2012;Canberra;-1.3;16.IV;0;8;11;WNW;50;NW;WNW;20;30;36;32;1013.1;1012.6;1;NA;11.IX;15.IV;No;No
25.09.2012;Canberra;-2.9;18.III;0;05.VI;10.I;ENE;35;WSW;NNE;9;11;57;30;1022.1;1018.4;1;NA;09.IV;17.III;No;No
26.09.2012;Canberra;08.IV;20.III;0;4;08.I;NNW;37;S;NNW;6;20;67;28;1022.4;1017.9;6;NA;13.IV;19.IV;No;No
27.09.2012;Canberra;03.III;23.III;0;4;4;N;43;NA;NNW;0;24;69;45;1018.8;1013.4;7;4;12.VI;21;No;No
28.09.2012;Canberra;10.III;18;1;04.VIII;0;NNW;76;W;NNW;13;35;59;90;1011.4;1007.2;8;8;18;15.II;No;Yes
29.09.2012;Canberra;08.I;12.IV;23.VIII;02.VI;11.I;WNW;70;WNW;WNW;31;33;53;35;1007.6;1010.1;6;NA;10;10.IX;Yes;No
30.09.2012;Canberra;03.I;13.IX;1;06.IV;NA;NW;46;WNW;WNW;31;28;43;38;1018.7;1019.4;2;NA;09.VII;13.I;No;No
01.10.2012;Canberra;-2.2;18.II;0;NA;09.II;E;31;NNE;NW;6;17;96;40;1027.7;1024.8;NA;NA;10.IV;16.IX;No;No
02.10.2012;Canberra;-0.4;21.III;0;6;10.I;NA;NA;W;NA;7;NA;62;22;1032.7;1028.2;0;NA;10.VI;20.V;No;No
03.10.2012;Canberra;-0.1;24.I;0;03.VIII;10.VIII;NW;44;NW;NW;7;28;59;26;1026.7;1022.1;1;NA;14.IX;22.VIII;No;No
04.10.2012;Canberra;3;25;0;04.IV;10.VII;WNW;59;NW;WNW;11;33;42;22;1020.8;1015.3;0;NA;18.V;24.IV;No;No
05.10.2012;Canberra;05.VIII;27.III;0;9;10.I;WNW;54;NNE;WNW;17;33;36;21;1015.2;1013.4;0;NA;20;26.I;No;No
06.10.2012;Canberra;11.I;14.VI;0;10;0.2;SE;33;E;NNE;9;9;85;85;1019.2;1011;8;8;12.VI;14.V;No;Yes
07.10.2012;Canberra;0.1;17.IV;05.VIII;0;9;S;33;SSE;WSW;19;9;52;34;1015.3;1013.8;2;NA;08.IV;15.IV;Yes;No
08.10.2012;Canberra;04.V;16.V;0;5;04.II;ESE;35;SSE;NW;7;11;74;43;1016;1011.8;8;5;08.IX;14.VII;No;No
09.10.2012;Canberra;03.II;16.II;0;03.II;04.I;NW;24;S;NNW;11;7;69;39;1012.6;1009.9;7;4;09.I;15;No;No
10.10.2012;Canberra;-0.2;17.VIII;0;02.IV;9;NW;39;SSE;NW;9;26;69;36;1010.5;1008.1;6;3;10.I;15.I;No;Yes
11.10.2012;Canberra;05.II;08.VI;23.VI;04.VI;NA;WSW;39;S;SW;13;15;89;91;1006.8;1005.7;8;8;06.II;07.VI;Yes;Yes
12.10.2012;Canberra;02.IV;14.IX;33;NA;NA;S;67;S;S;30;26;74;37;1009.5;1013.3;8;NA;08.III;13.V;Yes;No
13.10.2012;Canberra;0.2;15;0;NA;NA;SSW;41;WNW;WNW;6;24;71;68;1020.4;1019.4;NA;8;8;11.II;No;Yes
14.10.2012;Canberra;01.VI;18.VI;02.VIII;NA;9;N;39;NA;NNW;0;22;81;41;1025.6;1022.4;7;1;09.II;18.I;Yes;No
15.10.2012;Canberra;01.VII;23.VII;0;01.IV;7;NNW;46;NA;NW;0;31;76;33;1025.1;1021.3;1;NA;10.II;22.I;No;No
16.10.2012;Canberra;06.IX;24.VI;0;06.II;8;NW;93;SSE;NW;2;46;47;25;1019.7;1015.8;4;2;16.II;23.VIII;No;No
17.10.2012;Canberra;09.II;21.VII;0;08.VI;10.IX;N;48;NW;N;15;28;49;30;1016.6;1015.6;5;NA;13.VII;20.III;No;No
18.10.2012;Canberra;04.III;22;0;07.VI;09.I;NW;28;SE;NNE;9;13;74;45;1022.1;1017.8;7;NA;12.II;20.VI;No;No
19.10.2012;Canberra;04.V;26.I;0;03.IV;11;NNW;41;NW;W;7;17;70;30;1016.2;1012.3;3;NA;14.II;25.VII;No;No
20.10.2012;Canberra;05.VI;25.IX;0;NA;11;WNW;46;WNW;WNW;6;33;67;23;1011.2;1010;1;NA;15.VII;25.III;No;No
21.10.2012;Canberra;04.VI;22;0;09.II;10.IX;WNW;63;NW;WNW;19;35;46;25;1013.7;1011.3;6;NA;16.VII;21.VII;No;No
22.10.2012;Canberra;02.VI;15.IX;0;10.VI;10.V;S;59;S;S;30;35;42;33;1017.6;1020.5;2;8;09.VII;15.V;No;No
23.10.2012;Canberra;-0.2;19.VI;0;7;10;E;37;S;NNE;11;17;61;35;1027.6;1024.9;3;NA;09.V;18.IX;No;No
24.10.2012;Canberra;0.4;22.IX;0;4;NA;NW;37;N;NW;7;24;72;31;1023.2;1017.7;1;NA;10.IV;21.VII;No;No
25.10.2012;Canberra;04.VII;26.VII;0;NA;NA;NW;74;SW;NW;7;50;67;24;1013.3;1007.1;NA;NA;13.VII;25.V;No;No
26.10.2012;Canberra;03.VI;20.IX;0;NA;NA;NW;61;NNW;NW;20;41;49;24;1009.3;1006.5;NA;NA;15.VII;19.IV;No;No
27.10.2012;Canberra;01.III;19.V;0;NA;11;ENE;35;SE;NW;9;17;49;33;1015.7;1015.5;NA;NA;11.IX;18.I;No;No
28.10.2012;Canberra;03.I;20.IX;0;08.VIII;10.IX;E;31;ESE;NE;13;15;64;40;1024.9;1021.9;3;NA;12.I;19.VII;No;No
29.10.2012;Canberra;6;23.V;0;05.II;10;NW;30;SSE;WNW;11;11;70;31;1024;1019.3;2;NA;13.I;22.VIII;No;No
30.10.2012;Canberra;6;26.I;0;05.II;09.VII;NNW;44;N;WNW;2;13;72;35;1019.2;1014.6;3;1;14.VIII;25.II;No;Yes
31.10.2012;Canberra;05.V;28.VIII;01.VI;05.VI;11;WNW;39;NA;W;0;24;75;23;1018.1;1013.7;2;NA;15.VI;28.VII;Yes;No
01.11.2012;Canberra;08.VI;23.VIII;0;06.IV;5;WNW;61;W;WNW;11;43;64;43;1008.1;1005.3;8;5;16.V;18.VI;No;No
02.11.2012;Canberra;1;21.VI;0;05.VIII;9;S;44;S;NE;22;9;47;33;1014.3;1012.7;0;NA;11.IV;20;No;No
03.11.2012;Canberra;08.II;18.VI;0;6;01.I;ENE;31;ENE;ENE;20;13;67;46;1019.7;1017.6;8;4;12.III;17.III;No;No
04.11.2012;Canberra;06.I;25.IV;0;02.VI;10.VIII;N;39;ENE;NW;9;17;67;35;1019.5;1015.4;2;NA;14.VI;23.VI;No;No
05.11.2012;Canberra;8;29.VI;0;05.II;06.II;NW;39;WNW;NW;7;24;73;30;1018.3;1014.6;3;NA;17.II;28.I;No;No
06.11.2012;Canberra;13.VII;29.VI;0;8;04.II;NNW;56;NA;NW;0;30;57;37;1016.2;1013.2;7;5;21.III;25.IX;No;Yes
07.11.2012;Canberra;16.I;19.III;9;1;0;NW;37;NNW;NNW;22;17;92;91;1013;1009.6;8;8;17;18.II;Yes;Yes
08.11.2012;Canberra;11.II;25;08.VI;02.VI;9;WNW;41;NNW;NW;17;20;85;33;1012.3;1011.9;7;NA;16.I;23.IX;Yes;No
09.11.2012;Canberra;10;22.II;0.2;6;11;NA;NA;NNW;WNW;7;28;82;26;1015.4;1014.4;2;NA;15.VI;21.IV;No;No
10.11.2012;Canberra;06.VIII;19.IV;0;07.VI;10.V;ENE;44;S;E;15;28;53;45;1022.1;1020.8;5;8;12.VIII;16.VIII;No;No
11.11.2012;Canberra;02.III;21.IV;0;NA;11;NNE;39;NW;NE;7;15;68;32;1027.6;1023.5;5;NA;11.IV;20.IV;No;No
12.11.2012;Canberra;4;26;0;6;09.VII;NW;48;N;WNW;9;24;67;33;1022.8;1018.4;1;NA;14.I;24.IV;No;No
13.11.2012;Canberra;08.V;26.II;0;7;11.IV;NW;48;ENE;NNW;6;24;59;21;1019.6;1015.4;2;NA;15;25.III;No;No
